"Report Number","Date Reported","Date of Occurrence","Time of Occurrence","City","Crime Code","Crime Description","Victim Age","Victim Gender","Weapon Used","Crime Domain","Police Deployed","Case Closed","Date Case Closed"
"11137","12-04-2023 08:00","04-10-2023 01:00","10-04-2023 20:49","Mumbai","590","IDENTITY THEFT","28","M","None","Violent Crime","11","No",""
"11138","12-04-2023 09:00","04-09-2023 11:00","10-04-2023 08:15","Mumbai","110","EXTORTION","57","M","Firearm","Other Crime","10","No",""
"11150","12-04-2023 22:00","04-11-2023 07:00","12-04-2023 00:22","Mumbai","433","DOMESTIC VIOLENCE","59","M","Knife","Violent Crime","1","No",""
"11152","13-04-2023 01:00","04-11-2023 08:00","11-04-2023 09:17","Mumbai","192","VEHICLE - STOLEN","69","M","None","Violent Crime","2","No",""
"11172","14-04-2023 18:00","04-13-2023 12:00","14-04-2023 09:00","Mumbai","512","VEHICLE - STOLEN","17","M","Poison","Violent Crime","8","Yes","07-05-2023 18:00"
"11180","15-04-2023 12:00","04-14-2023 14:00","15-04-2023 02:11","Mumbai","557","VANDALISM","47","F","Blunt Object","Other Crime","13","No",""
"11185","15-04-2023 17:00","04-13-2023 02:00","13-04-2023 16:52","Mumbai","550","FRAUD","44","F","Other","Other Crime","3","No",""
"11186","16-04-2023 01:00","04-13-2023 19:00","14-04-2023 02:28","Mumbai","499","CYBERCRIME","24","M","Firearm","Other Crime","17","No",""
"11189","16-04-2023 03:00","04-15-2023 07:00","16-04-2023 02:59","Mumbai","120","SHOPLIFTING","72","F","Blunt Object","Other Crime","19","No",""
"11196","16-04-2023 23:00","04-15-2023 18:00","16-04-2023 15:40","Mumbai","171","ROBBERY","33","F","Explosives","Violent Crime","11","Yes","01-08-2023 23:00"
"11199","17-04-2023 01:00","04-14-2023 10:00","15-04-2023 09:44","Mumbai","513","SEXUAL ASSAULT","49","M","Other","Violent Crime","1","Yes","12-06-2024 01:00"
"11209","17-04-2023 15:00","04-17-2023 00:00","17-04-2023 01:47","Mumbai","542","SHOPLIFTING","61","M","Explosives","Other Crime","5","Yes","13-07-2023 15:00"
"11210","17-04-2023 16:00","04-16-2023 00:00","16-04-2023 07:19","Mumbai","548","ASSAULT","59","M","Poison","Violent Crime","9","No",""
"11212","18-04-2023 01:00","04-17-2023 07:00","17-04-2023 11:22","Mumbai","132","DOMESTIC VIOLENCE","63","F","Firearm","Violent Crime","3","No",""
"11213","18-04-2023 02:00","04-17-2023 01:00","18-04-2023 00:34","Mumbai","485","DRUG OFFENSE","76","F","Blunt Object","Other Crime","11","No",""
"11225","18-04-2023 16:00","04-18-2023 12:00","18-04-2023 21:47","Mumbai","245","VANDALISM","45","M","Blunt Object","Other Crime","12","Yes","07-07-2023 16:00"
"11229","18-04-2023 19:00","04-15-2023 21:00","16-04-2023 00:29","Mumbai","416","COUNTERFEITING","65","F","Poison","Other Crime","12","Yes","11-05-2023 19:00"
"11232","19-04-2023 01:00","04-16-2023 02:00","16-04-2023 18:53","Mumbai","181","SEXUAL ASSAULT","33","F","Blunt Object","Violent Crime","9","No",""
"11241","19-04-2023 15:00","04-16-2023 18:00","16-04-2023 18:35","Mumbai","169","CYBERCRIME","73","M","Other","Other Crime","3","Yes","27-05-2023 15:00"
"11242","19-04-2023 18:00","04-17-2023 12:00","17-04-2023 18:54","Mumbai","579","HOMICIDE","64","M","None","Other Crime","5","Yes","21-03-2024 18:00"
"11245","20-04-2023 08:00","04-19-2023 01:00","19-04-2023 22:11","Mumbai","480","DOMESTIC VIOLENCE","51","M","Knife","Violent Crime","19","Yes","20-06-2023 08:00"
"11249","20-04-2023 10:00","04-17-2023 11:00","18-04-2023 04:09","Mumbai","316","VEHICLE - STOLEN","60","M","Knife","Violent Crime","13","No",""
"11268","21-04-2023 17:00","04-20-2023 16:00","20-04-2023 19:29","Mumbai","374","ASSAULT","67","M","Other","Violent Crime","2","Yes","22-06-2023 17:00"
"11272","22-04-2023 04:00","04-21-2023 04:00","21-04-2023 13:33","Mumbai","190","ROBBERY","65","M","Poison","Violent Crime","18","No",""
"11278","22-04-2023 11:00","04-19-2023 23:00","20-04-2023 08:44","Mumbai","301","TRAFFIC VIOLATION","57","F","Knife","Traffic Fatality","7","Yes","25-04-2023 11:00"
"11288","23-04-2023 06:00","04-20-2023 15:00","21-04-2023 05:08","Mumbai","557","SEXUAL ASSAULT","57","M","Firearm","Violent Crime","9","No",""
"11313","25-04-2023 03:00","04-23-2023 16:00","24-04-2023 01:12","Mumbai","469","ILLEGAL POSSESSION","62","M","Blunt Object","Other Crime","19","Yes","28-05-2023 03:00"
"11320","25-04-2023 12:00","04-23-2023 02:00","23-04-2023 12:30","Mumbai","150","CYBERCRIME","56","M","Other","Other Crime","6","No",""
"11329","26-04-2023 02:00","04-23-2023 13:00","23-04-2023 13:53","Mumbai","350","FRAUD","38","M","Poison","Other Crime","3","Yes","01-07-2023 02:00"
"11337","26-04-2023 19:00","04-25-2023 07:00","26-04-2023 00:06","Mumbai","475","DRUG OFFENSE","17","M","Firearm","Other Crime","11","Yes","10-05-2023 19:00"
"11338","26-04-2023 23:00","04-24-2023 10:00","24-04-2023 21:44","Mumbai","323","ASSAULT","58","M","Other","Violent Crime","9","No",""
"11341","27-04-2023 03:00","04-24-2023 04:00","24-04-2023 20:39","Mumbai","390","VEHICLE - STOLEN","54","M","Knife","Violent Crime","18","No",""
"11348","27-04-2023 14:00","04-25-2023 09:00","25-04-2023 22:48","Mumbai","205","FIREARM OFFENSE","40","M","Explosives","Fire Accident","12","No",""
"11365","28-04-2023 11:00","04-25-2023 20:00","26-04-2023 04:12","Mumbai","218","FRAUD","67","F","Blunt Object","Other Crime","8","Yes","08-05-2023 11:00"
"11375","29-04-2023 13:00","04-29-2023 08:00","29-04-2023 10:21","Mumbai","482","IDENTITY THEFT","10","M","Other","Violent Crime","14","No",""
"11382","30-04-2023 03:00","04-29-2023 13:00","30-04-2023 10:07","Mumbai","428","SEXUAL ASSAULT","50","F","Other","Violent Crime","1","Yes","09-08-2024 03:00"
"11395","30-04-2023 23:00","04-29-2023 18:00","29-04-2023 18:56","Mumbai","362","ASSAULT","68","F","Explosives","Violent Crime","2","No",""
"11421","03-05-2023 03:00","05-02-2023 08:00","02-05-2023 10:16","Mumbai","505","VEHICLE - STOLEN","23","F","Firearm","Violent Crime","7","Yes","14-07-2023 03:00"
"11448","05-05-2023 01:00","05-03-2023 07:00","04-05-2023 05:38","Mumbai","599","DRUG OFFENSE","31","F","None","Other Crime","3","Yes","18-07-2023 01:00"
"11452","05-05-2023 09:00","05-04-2023 14:00","04-05-2023 15:55","Mumbai","127","DRUG OFFENSE","39","M","Explosives","Other Crime","7","Yes","13-05-2023 09:00"
"11455","05-05-2023 13:00","05-03-2023 16:00","04-05-2023 10:50","Mumbai","279","FIREARM OFFENSE","48","F","Blunt Object","Fire Accident","19","Yes","23-06-2023 13:00"
"11471","06-05-2023 15:00","05-05-2023 23:00","06-05-2023 10:38","Mumbai","580","BURGLARY","77","F","Other","Other Crime","4","No",""
"11478","06-05-2023 20:00","05-05-2023 00:00","05-05-2023 06:04","Mumbai","201","ASSAULT","36","F","Poison","Violent Crime","13","No",""
"11493","07-05-2023 13:00","05-06-2023 00:00","06-05-2023 13:19","Mumbai","561","ASSAULT","26","F","Poison","Violent Crime","4","No",""
"11518","09-05-2023 13:00","05-06-2023 17:00","07-05-2023 12:06","Mumbai","269","ROBBERY","65","F","Poison","Violent Crime","16","Yes","31-07-2023 13:00"
"11519","09-05-2023 15:00","05-08-2023 01:00","08-05-2023 15:08","Mumbai","347","ARSON","76","F","Knife","Fire Accident","17","No",""
"11553","12-05-2023 04:00","05-11-2023 00:00","11-05-2023 21:03","Mumbai","159","ASSAULT","39","F","Firearm","Violent Crime","3","No",""
"11559","12-05-2023 16:00","05-10-2023 16:00","10-05-2023 18:46","Mumbai","411","IDENTITY THEFT","58","M","Firearm","Violent Crime","6","No",""
"11571","13-05-2023 15:00","05-12-2023 00:00","12-05-2023 10:24","Mumbai","590","ASSAULT","72","F","Explosives","Violent Crime","1","No",""
"11574","14-05-2023 01:00","05-12-2023 08:00","12-05-2023 16:18","Mumbai","418","CYBERCRIME","32","F","Other","Other Crime","1","Yes","27-06-2023 01:00"
"11581","14-05-2023 12:00","05-11-2023 13:00","12-05-2023 07:34","Mumbai","440","ILLEGAL POSSESSION","11","F","Firearm","Other Crime","1","Yes","08-07-2023 12:00"
"11607","16-05-2023 09:00","05-15-2023 01:00","15-05-2023 03:24","Mumbai","520","ILLEGAL POSSESSION","78","F","Explosives","Other Crime","14","No",""
"11608","16-05-2023 11:00","05-14-2023 14:00","14-05-2023 18:45","Mumbai","134","ILLEGAL POSSESSION","33","F","Knife","Other Crime","13","No",""
"11627","17-05-2023 18:00","05-15-2023 05:00","15-05-2023 17:19","Mumbai","548","FIREARM OFFENSE","72","F","Other","Fire Accident","8","No",""
"11635","18-05-2023 07:00","05-15-2023 15:00","16-05-2023 08:47","Mumbai","406","FIREARM OFFENSE","30","F","Knife","Fire Accident","13","Yes","18-07-2023 07:00"
"11636","18-05-2023 08:00","05-16-2023 06:00","17-05-2023 02:08","Mumbai","220","TRAFFIC VIOLATION","22","F","Blunt Object","Traffic Fatality","10","Yes","24-05-2023 08:00"
"11658","19-05-2023 18:00","05-18-2023 23:00","19-05-2023 02:48","Mumbai","529","BURGLARY","56","M","Blunt Object","Other Crime","15","Yes","05-11-2023 18:00"
"11659","19-05-2023 21:00","05-17-2023 18:00","18-05-2023 08:00","Mumbai","278","DOMESTIC VIOLENCE","26","F","Other","Violent Crime","11","Yes","28-07-2023 21:00"
"11660","19-05-2023 23:00","05-17-2023 11:00","17-05-2023 18:53","Mumbai","453","ASSAULT","37","F","Explosives","Violent Crime","16","No",""
"11664","20-05-2023 04:00","05-19-2023 19:00","20-05-2023 11:41","Mumbai","168","ILLEGAL POSSESSION","45","F","Other","Other Crime","12","Yes","28-06-2023 04:00"
"11672","20-05-2023 23:00","05-19-2023 13:00","20-05-2023 05:08","Mumbai","499","SEXUAL ASSAULT","46","F","Blunt Object","Violent Crime","5","No",""
"11677","21-05-2023 05:00","05-19-2023 12:00","19-05-2023 18:20","Mumbai","341","HOMICIDE","36","F","Explosives","Other Crime","6","Yes","06-08-2024 05:00"
"11695","22-05-2023 03:00","05-19-2023 14:00","20-05-2023 11:58","Mumbai","377","SHOPLIFTING","11","F","Blunt Object","Other Crime","1","No",""
"11698","22-05-2023 09:00","05-20-2023 19:00","21-05-2023 16:09","Mumbai","238","EXTORTION","35","F","Firearm","Other Crime","11","Yes","21-06-2023 09:00"
"11705","22-05-2023 18:00","05-20-2023 16:00","21-05-2023 05:10","Mumbai","564","ILLEGAL POSSESSION","59","M","Blunt Object","Other Crime","1","No",""
"11708","22-05-2023 22:00","05-20-2023 12:00","20-05-2023 19:32","Mumbai","597","DRUG OFFENSE","57","F","Blunt Object","Other Crime","10","No",""
"11722","23-05-2023 21:00","05-20-2023 23:00","21-05-2023 19:42","Mumbai","554","EXTORTION","31","F","Knife","Other Crime","2","Yes","02-08-2023 21:00"
"11732","24-05-2023 07:00","05-21-2023 18:00","22-05-2023 12:30","Mumbai","151","TRAFFIC VIOLATION","51","F","Firearm","Traffic Fatality","5","No",""
"11736","24-05-2023 12:00","05-24-2023 04:00","25-05-2023 00:53","Mumbai","217","CYBERCRIME","32","F","Blunt Object","Other Crime","12","No",""
"11740","24-05-2023 19:00","05-24-2023 13:00","25-05-2023 01:34","Mumbai","482","CYBERCRIME","36","M","Other","Other Crime","6","No",""
"11746","25-05-2023 05:00","05-24-2023 18:00","24-05-2023 20:16","Mumbai","476","ILLEGAL POSSESSION","50","F","Blunt Object","Other Crime","12","No",""
"11754","25-05-2023 20:00","05-23-2023 22:00","24-05-2023 14:47","Mumbai","462","DOMESTIC VIOLENCE","17","F","Other","Violent Crime","3","No",""
"11768","27-05-2023 02:00","05-25-2023 07:00","26-05-2023 06:28","Mumbai","357","FRAUD","65","F","Knife","Other Crime","7","Yes","04-06-2023 02:00"
"11771","27-05-2023 06:00","05-26-2023 07:00","27-05-2023 05:05","Mumbai","250","IDENTITY THEFT","16","F","Poison","Violent Crime","3","Yes","17-06-2023 06:00"
"11772","27-05-2023 06:00","05-25-2023 17:00","26-05-2023 05:34","Mumbai","148","DOMESTIC VIOLENCE","78","F","Firearm","Violent Crime","5","Yes","05-08-2023 06:00"
"11786","28-05-2023 11:00","05-27-2023 16:00","28-05-2023 06:20","Mumbai","564","FRAUD","10","M","Firearm","Other Crime","16","No",""
"11795","29-05-2023 07:00","05-27-2023 13:00","27-05-2023 19:02","Mumbai","335","KIDNAPPING","52","M","Firearm","Other Crime","18","No",""
"11798","29-05-2023 13:00","05-28-2023 04:00","28-05-2023 09:35","Mumbai","571","PUBLIC INTOXICATION","55","M","Other","Other Crime","13","Yes","16-06-2023 13:00"
"11801","29-05-2023 20:00","05-29-2023 14:00","30-05-2023 05:41","Mumbai","120","ROBBERY","12","M","Other","Violent Crime","2","No",""
"11804","30-05-2023 01:00","05-28-2023 12:00","28-05-2023 21:39","Mumbai","160","TRAFFIC VIOLATION","64","F","Explosives","Traffic Fatality","18","No",""
"11805","30-05-2023 02:00","05-27-2023 12:00","28-05-2023 03:12","Mumbai","280","EXTORTION","14","F","Blunt Object","Other Crime","3","Yes","05-08-2023 02:00"
"11809","30-05-2023 07:00","05-29-2023 23:00","30-05-2023 08:29","Mumbai","449","DOMESTIC VIOLENCE","25","F","Poison","Violent Crime","5","No",""
"11827","01-06-2023 06:00","05-30-2023 06:00","30-05-2023 14:49","Mumbai","358","SHOPLIFTING","30","M","Blunt Object","Other Crime","9","Yes","06-08-2023 06:00"
"11831","01-06-2023 15:00","05-31-2023 13:00","01-06-2023 06:23","Mumbai","258","ASSAULT","17","F","Other","Violent Crime","2","Yes","01-07-2023 15:00"
"11834","01-06-2023 17:00","06-01-2023 02:00","01-06-2023 08:06","Mumbai","332","SEXUAL ASSAULT","23","F","Firearm","Violent Crime","13","Yes","11-05-2025 17:00"
"11838","01-06-2023 20:00","05-31-2023 08:00","01-06-2023 01:45","Mumbai","452","DRUG OFFENSE","27","M","Firearm","Other Crime","18","Yes","18-08-2023 20:00"
"11856","02-06-2023 19:00","06-02-2023 07:00","02-06-2023 18:37","Mumbai","200","ROBBERY","18","M","Poison","Violent Crime","14","No",""
"11865","03-06-2023 16:00","06-02-2023 04:00","02-06-2023 16:23","Mumbai","597","PUBLIC INTOXICATION","35","F","Poison","Other Crime","8","Yes","26-06-2023 16:00"
"11871","03-06-2023 20:00","06-01-2023 23:00","02-06-2023 03:13","Mumbai","580","IDENTITY THEFT","69","M","Firearm","Violent Crime","8","No",""
"11898","05-06-2023 13:00","06-03-2023 12:00","04-06-2023 10:43","Mumbai","130","DRUG OFFENSE","45","F","Other","Other Crime","8","No",""
"11901","05-06-2023 23:00","06-05-2023 00:00","05-06-2023 15:23","Mumbai","314","VANDALISM","55","F","Firearm","Other Crime","15","Yes","16-08-2023 23:00"
"11913","06-06-2023 19:00","06-05-2023 23:00","06-06-2023 13:43","Mumbai","533","BURGLARY","32","F","Knife","Other Crime","2","No",""
"11919","07-06-2023 02:00","06-04-2023 03:00","04-06-2023 11:38","Mumbai","101","TRAFFIC VIOLATION","61","F","Other","Traffic Fatality","6","Yes","26-06-2023 02:00"
"11932","08-06-2023 01:00","06-07-2023 03:00","07-06-2023 11:31","Mumbai","301","KIDNAPPING","62","F","Poison","Other Crime","7","No",""
"11937","08-06-2023 12:00","06-06-2023 21:00","07-06-2023 07:04","Mumbai","148","SEXUAL ASSAULT","13","M","Explosives","Violent Crime","1","Yes","28-09-2024 12:00"
"11941","08-06-2023 19:00","06-06-2023 06:00","06-06-2023 06:05","Mumbai","347","IDENTITY THEFT","70","F","Explosives","Violent Crime","8","No",""
"11944","09-06-2023 01:00","06-06-2023 23:00","07-06-2023 19:04","Mumbai","589","TRAFFIC VIOLATION","58","F","Firearm","Traffic Fatality","1","Yes","16-06-2023 01:00"
"11947","09-06-2023 09:00","06-07-2023 13:00","08-06-2023 06:42","Mumbai","117","VANDALISM","74","F","Poison","Other Crime","9","Yes","22-07-2023 09:00"
"11951","09-06-2023 15:00","06-06-2023 16:00","06-06-2023 17:40","Mumbai","189","COUNTERFEITING","23","F","Blunt Object","Other Crime","9","Yes","31-07-2023 15:00"
"11962","10-06-2023 07:00","06-09-2023 22:00","10-06-2023 21:05","Mumbai","348","FRAUD","55","F","Firearm","Other Crime","2","Yes","28-06-2023 07:00"
"11963","10-06-2023 13:00","06-10-2023 10:00","10-06-2023 11:50","Mumbai","570","COUNTERFEITING","11","F","None","Other Crime","5","Yes","21-07-2023 13:00"
"11974","11-06-2023 09:00","06-10-2023 13:00","11-06-2023 00:55","Mumbai","447","COUNTERFEITING","76","M","Other","Other Crime","15","Yes","08-07-2023 09:00"
"11979","11-06-2023 18:00","06-09-2023 11:00","10-06-2023 09:10","Mumbai","379","VEHICLE - STOLEN","36","F","Poison","Violent Crime","12","No",""
"11984","11-06-2023 21:00","06-09-2023 02:00","09-06-2023 18:43","Mumbai","341","VANDALISM","60","F","Other","Other Crime","7","Yes","23-07-2023 21:00"
"12012","13-06-2023 18:00","06-11-2023 22:00","12-06-2023 13:06","Mumbai","259","VANDALISM","13","F","Firearm","Other Crime","1","Yes","30-08-2023 18:00"
"12023","14-06-2023 20:00","06-14-2023 16:00","15-06-2023 08:46","Mumbai","530","SEXUAL ASSAULT","73","F","None","Violent Crime","15","No",""
"12024","14-06-2023 20:00","06-12-2023 04:00","12-06-2023 23:34","Mumbai","224","ASSAULT","60","F","Explosives","Violent Crime","18","Yes","21-08-2023 20:00"
"12025","14-06-2023 21:00","06-13-2023 14:00","13-06-2023 14:41","Mumbai","112","FRAUD","14","F","Firearm","Other Crime","12","No",""
"12036","15-06-2023 19:00","06-13-2023 00:00","13-06-2023 08:57","Mumbai","185","SEXUAL ASSAULT","18","F","Blunt Object","Violent Crime","13","No",""
"12043","16-06-2023 04:00","06-13-2023 06:00","13-06-2023 07:31","Mumbai","546","FIREARM OFFENSE","23","F","Poison","Fire Accident","12","Yes","01-07-2023 04:00"
"12060","16-06-2023 23:00","06-16-2023 17:00","16-06-2023 18:49","Mumbai","173","HOMICIDE","22","F","None","Other Crime","18","No",""
"12070","17-06-2023 13:00","06-15-2023 01:00","15-06-2023 12:36","Mumbai","570","ILLEGAL POSSESSION","11","M","Knife","Other Crime","9","Yes","05-07-2023 13:00"
"12073","17-06-2023 16:00","06-15-2023 05:00","15-06-2023 16:40","Mumbai","110","ROBBERY","63","M","Other","Violent Crime","10","No",""
"12076","17-06-2023 17:00","06-15-2023 15:00","15-06-2023 20:17","Mumbai","506","IDENTITY THEFT","52","M","Firearm","Violent Crime","19","Yes","17-08-2023 17:00"
"12083","18-06-2023 04:00","06-16-2023 00:00","16-06-2023 05:01","Mumbai","121","VEHICLE - STOLEN","57","F","Explosives","Violent Crime","9","No",""
"12091","18-06-2023 22:00","06-18-2023 12:00","19-06-2023 08:41","Mumbai","127","TRAFFIC VIOLATION","30","M","Blunt Object","Traffic Fatality","6","Yes","29-06-2023 22:00"
"12097","19-06-2023 06:00","06-18-2023 21:00","19-06-2023 12:39","Mumbai","387","EXTORTION","71","F","Blunt Object","Other Crime","12","No",""
"12098","19-06-2023 08:00","06-16-2023 20:00","16-06-2023 23:45","Mumbai","526","FIREARM OFFENSE","66","M","Other","Fire Accident","12","No",""
"12110","20-06-2023 09:00","06-19-2023 13:00","20-06-2023 00:26","Mumbai","559","ILLEGAL POSSESSION","46","F","Explosives","Other Crime","9","Yes","08-07-2023 09:00"
"12117","21-06-2023 08:00","06-18-2023 14:00","19-06-2023 05:07","Mumbai","403","SHOPLIFTING","44","F","Knife","Other Crime","6","Yes","09-08-2023 08:00"
"12135","22-06-2023 10:00","06-20-2023 16:00","20-06-2023 19:37","Mumbai","365","ILLEGAL POSSESSION","48","F","Explosives","Other Crime","6","Yes","04-08-2023 10:00"
"12136","22-06-2023 10:00","06-22-2023 00:00","22-06-2023 03:59","Mumbai","215","DOMESTIC VIOLENCE","63","F","Explosives","Violent Crime","13","Yes","10-08-2023 10:00"
"12142","22-06-2023 19:00","06-20-2023 20:00","21-06-2023 07:02","Mumbai","207","CYBERCRIME","51","M","Knife","Other Crime","2","No",""
"12158","23-06-2023 14:00","06-22-2023 14:00","23-06-2023 05:52","Mumbai","289","IDENTITY THEFT","69","F","Poison","Violent Crime","14","No",""
"12163","24-06-2023 01:00","06-23-2023 04:00","23-06-2023 15:12","Mumbai","119","SHOPLIFTING","45","F","Explosives","Other Crime","7","Yes","13-09-2023 01:00"
"12169","24-06-2023 19:00","06-24-2023 14:00","25-06-2023 05:52","Mumbai","219","IDENTITY THEFT","52","F","Knife","Violent Crime","3","Yes","11-09-2023 19:00"
"12178","25-06-2023 12:00","06-24-2023 17:00","25-06-2023 16:22","Mumbai","385","SEXUAL ASSAULT","60","F","None","Violent Crime","2","No",""
"12188","25-06-2023 20:00","06-24-2023 02:00","24-06-2023 22:29","Mumbai","167","ARSON","59","F","Firearm","Fire Accident","19","Yes","18-09-2023 20:00"
"12192","26-06-2023 18:00","06-23-2023 21:00","24-06-2023 08:04","Mumbai","404","HOMICIDE","30","M","None","Other Crime","8","Yes","25-01-2024 18:00"
"12201","27-06-2023 11:00","06-26-2023 20:00","26-06-2023 23:01","Mumbai","302","CYBERCRIME","41","F","None","Other Crime","5","No",""
"12207","27-06-2023 22:00","06-25-2023 23:00","26-06-2023 00:51","Mumbai","472","IDENTITY THEFT","42","M","Explosives","Violent Crime","14","Yes","20-07-2023 22:00"
